instrument,feature_name,horizon,sample_count,pearson_r,raw_p_value,fdr_adjusted_p_value,is_fdr_significant,train_ic,val_ic,oos_ic,oos_net_expectancy,classification
XAUUSD,vol_realized,30M,499,-0.1492,0.01704,0.5292,False,-0.1639,-0.1079,-0.0837,-0.00019,B = Promising but insufficient evidence
XAUUSD,mom_ret_15,1M,499,-0.064,0.23353,0.76735,False,-0.1161,-0.0021,0.0836,-0.00028,B = Promising but insufficient evidence
GBPUSD,time_day_of_week,1M,499,-0.0364,0.48182,0.8853,False,-0.0641,-0.0579,0.0829,-0.00029,B = Promising but insufficient evidence
EURUSD,vol_ratio,1H,499,-0.0055,0.91369,0.99851,False,0.0073,0.0463,-0.0823,-0.00027,B = Promising but insufficient evidence
XAUUSD,mom_ret_5,30M,499,0.0199,0.69623,0.95665,False,-0.0319,0.1643,0.0814,-0.00019,B = Promising but insufficient evidence
EURUSD,struct_range_pos,5M,499,-0.061,0.25426,0.77571,False,-0.1091,-0.0124,0.0814,-0.00029,B = Promising but insufficient evidence
NAS100,vol_atr_14,1H,499,0.0758,0.16694,0.75192,False,0.138,0.0343,-0.0801,-0.00012,B = Promising but insufficient evidence
NAS100,mom_ret_1,30M,499,0.0089,0.86034,0.99174,False,0.0719,-0.2035,0.08,-0.00017,B = Promising but insufficient evidence
XAUUSD,mom_ret_5,15M,499,-0.0354,0.49358,0.8853,False,-0.0599,0.1203,-0.0796,-0.00023,B = Promising but insufficient evidence
XAUUSD,mom_ret_5,1H,499,0.0127,0.80291,0.99066,False,-0.0391,0.1395,0.0786,-0.00013,B = Promising but insufficient evidence
GBPUSD,mom_accel,1M,499,0.1323,0.02927,0.5292,False,0.1978,0.1126,-0.0784,-0.0003,B = Promising but insufficient evidence
XAUUSD,struct_range_pos,15M,499,-0.0052,0.91825,0.99851,False,-0.0,0.0325,-0.0783,-0.00023,B = Promising but insufficient evidence
NAS100,vol_atr_14,5M,499,-0.1062,0.06677,0.60093,False,-0.1068,-0.1213,-0.0783,-0.00025,B = Promising but insufficient evidence
XAUUSD,mom_accel,15M,499,0.0049,0.9234,0.99851,False,0.0199,-0.1225,0.0782,-0.00023,B = Promising but insufficient evidence
XAUUSD,mom_accel,30M,499,-0.0355,0.49218,0.8853,False,0.0057,-0.1664,-0.0781,-0.00019,B = Promising but insufficient evidence
EURUSD,mom_ret_15,4H,499,-0.0369,0.47537,0.8853,False,-0.0833,0.0399,0.0773,-0.00024,B = Promising but insufficient evidence
NAS100,mom_accel,4H,499,0.115,0.0507,0.58713,False,0.1102,0.1761,0.0772,1e-05,A = Robust predictive edge
EURUSD,struct_range_pos,1H,499,-0.0525,0.32033,0.80846,False,-0.062,0.0116,-0.0769,-0.00027,B = Promising but insufficient evidence
GBPUSD,struct_range_pos,15M,499,0.0441,0.3981,0.85818,False,0.0313,0.0774,0.0766,-0.00028,B = Promising but insufficient evidence
GBPUSD,mom_ret_1,15M,499,-0.0381,0.46206,0.8853,False,-0.0632,0.0965,-0.0741,-0.00028,B = Promising but insufficient evidence
GBPUSD,vol_ratio,30M,499,0.0153,0.76279,0.98229,False,0.0928,-0.1162,-0.0734,-0.00028,B = Promising but insufficient evidence
GBPUSD,mom_ret_1,30M,499,-0.0332,0.51953,0.90792,False,-0.0189,-0.0487,-0.0724,-0.00028,B = Promising but insufficient evidence
XAUUSD,activity_vol_burst,1H,499,0.0176,0.72876,0.97168,False,0.1264,-0.2409,-0.0721,-0.00015,B = Promising but insufficient evidence
GBPUSD,mom_ret_1,5M,499,0.0077,0.87945,0.99248,False,-0.0162,0.11,-0.072,-0.00029,B = Promising but insufficient evidence
XAUUSD,struct_range_pos,1M,499,-0.0348,0.50047,0.8853,False,-0.0775,0.0066,0.0717,-0.00028,B = Promising but insufficient evidence
EURUSD,time_hour,15M,499,-0.0311,0.54563,0.91274,False,-0.0551,-0.0309,0.0713,-0.00029,B = Promising but insufficient evidence
EURUSD,activity_vol_burst,5M,499,-0.0549,0.29999,0.80846,False,-0.062,-0.1198,0.071,-0.00029,B = Promising but insufficient evidence
NAS100,vol_realized,4H,499,0.0681,0.20853,0.76189,False,0.1176,-0.0424,0.0698,-2e-05,B = Promising but insufficient evidence
GBPUSD,trend_ma_slope,5M,499,-0.0232,0.64915,0.93762,False,-0.1029,0.1262,0.0693,-0.00029,B = Promising but insufficient evidence
NAS100,mom_ret_5,1M,499,-0.0146,0.77321,0.98229,False,0.0062,-0.1737,0.0692,-0.00028,B = Promising but insufficient evidence
XAUUSD,struct_dist_high,30M,499,-0.1335,0.02825,0.5292,False,-0.1824,0.0166,-0.0691,-0.00021,B = Promising but insufficient evidence
EURUSD,vol_ratio,1M,499,-0.0197,0.69914,0.957,False,-0.0635,0.0551,0.0691,-0.0003,B = Promising but insufficient evidence
EURUSD,mom_ret_1,5M,499,0.0098,0.84636,0.99174,False,0.0326,-0.1211,0.0685,-0.00029,B = Promising but insufficient evidence
XAUUSD,trend_dev_mean,1M,499,-0.024,0.63825,0.93762,False,-0.082,0.1147,0.068,-0.00028,B = Promising but insufficient evidence
XAUUSD,liq_dist_vwap,30M,499,0.0813,0.14217,0.75192,False,0.0893,0.0572,0.0673,-0.00021,B = Promising but insufficient evidence
EURUSD,activity_vol_burst,1H,499,-0.0078,0.87799,0.99248,False,0.0048,0.0169,-0.067,-0.00027,B = Promising but insufficient evidence
XAUUSD,liq_dist_vwap,1H,499,0.0529,0.31649,0.80846,False,0.0494,0.0327,0.0661,-0.00016,B = Promising but insufficient evidence
EURUSD,activity_vol_burst,1M,499,-0.0347,0.50097,0.8853,False,-0.0542,0.0856,-0.0651,-0.0003,B = Promising but insufficient evidence
GBPUSD,time_hour,5M,499,-0.0141,0.78186,0.98229,False,-0.0399,-0.0081,0.065,-0.00029,B = Promising but insufficient evidence
EURUSD,trend_dev_mean,15M,499,-0.0087,0.86383,0.99174,False,-0.0343,0.0457,0.0648,-0.00029,B = Promising but insufficient evidence
EURUSD,time_hour,1H,499,0.0011,0.98267,0.99898,False,-0.0106,-0.0352,0.0645,-0.00027,B = Promising but insufficient evidence
XAUUSD,struct_range_pos,5M,499,-0.0482,0.35869,0.8385,False,-0.0499,-0.0291,-0.0638,-0.00027,B = Promising but insufficient evidence
XAUUSD,time_day_of_week,15M,499,-0.0541,0.30674,0.80846,False,-0.0168,-0.1853,-0.0629,-0.00024,B = Promising but insufficient evidence
GBPUSD,trend_ma_slope,15M,499,-0.0473,0.36702,0.84513,False,-0.0838,0.0138,0.0619,-0.00029,B = Promising but insufficient evidence
GBPUSD,liq_dist_vwap,1H,499,-0.0292,0.56939,0.91274,False,-0.0886,0.1114,0.0617,-0.00027,B = Promising but insufficient evidence
EURUSD,mom_accel,15M,499,-0.0578,0.27768,0.79972,False,-0.0418,-0.1153,-0.0611,-0.00029,B = Promising but insufficient evidence
GBPUSD,vol_atr_14,1H,499,-0.0071,0.88792,0.99517,False,0.0178,-0.0881,-0.0611,-0.00027,B = Promising but insufficient evidence
GBPUSD,mom_ret_5,15M,499,-0.0521,0.324,0.81,False,-0.0982,0.03,0.0589,-0.00029,B = Promising but insufficient evidence
EURUSD,activity_vol_burst,4H,499,0.0013,0.97951,0.99898,False,-0.0009,-0.0322,0.0574,-0.00026,B = Promising but insufficient evidence
XAUUSD,time_day_of_week,4H,499,0.0347,0.50167,0.8853,False,0.0661,0.0089,-0.057,-6e-05,B = Promising but insufficient evidence
NAS100,mom_ret_1,1M,499,0.0629,0.24126,0.76735,False,0.1213,0.0047,-0.057,-0.00028,B = Promising but insufficient evidence
GBPUSD,mom_ret_5,1H,499,-0.094,0.09698,0.69826,False,-0.1677,0.0634,0.0569,-0.00028,B = Promising but insufficient evidence
EURUSD,mom_ret_5,1H,499,0.0558,0.29272,0.80846,False,0.0567,0.0564,0.0567,-0.00028,B = Promising but insufficient evidence
GBPUSD,mom_ret_1,1H,499,-0.0442,0.39741,0.85818,False,-0.0676,0.0684,-0.0565,-0.00028,B = Promising but insufficient evidence
EURUSD,time_day_of_week,1M,499,-0.0151,0.76579,0.98229,False,-0.0268,0.0483,-0.0563,-0.0003,B = Promising but insufficient evidence
NAS100,time_day_of_week,1M,499,0.0416,0.42377,0.86352,False,0.002,0.1485,0.056,-0.00028,B = Promising but insufficient evidence
NAS100,time_hour,15M,499,0.015,0.76751,0.98229,False,-0.0104,0.0659,0.0558,-0.00025,B = Promising but insufficient evidence
XAUUSD,struct_range_pos,1H,499,0.011,0.8277,0.99174,False,-0.0129,0.0345,0.0553,-0.00018,B = Promising but insufficient evidence
GBPUSD,time_day_of_week,5M,499,-0.0539,0.30831,0.80846,False,-0.0477,-0.068,-0.0549,-0.00029,B = Promising but insufficient evidence
GBPUSD,trend_dev_mean,1H,499,-0.0684,0.20677,0.76189,False,-0.1415,0.1171,0.0545,-0.00028,B = Promising but insufficient evidence
XAUUSD,mom_ret_1,1M,499,-0.0068,0.89372,0.99517,False,0.0045,-0.0117,-0.0525,-0.00029,B = Promising but insufficient evidence
EURUSD,vol_atr_14,5M,499,-0.1899,0.00449,0.3276,False,-0.2838,0.1098,0.0525,-0.00029,B = Promising but insufficient evidence
GBPUSD,struct_dist_high,4H,499,0.0469,0.37104,0.84513,False,0.1414,-0.2051,-0.0515,-0.00026,B = Promising but insufficient evidence
EURUSD,time_hour,30M,499,-0.0084,0.868,0.99174,False,-0.0146,-0.0559,0.0514,-0.00029,B = Promising but insufficient evidence
XAUUSD,mom_ret_1,30M,499,-0.0305,0.55331,0.91274,False,-0.0566,-0.0018,0.0503,-0.00023,B = Promising but insufficient evidence
XAUUSD,trend_ma_slope,4H,499,-0.0028,0.95548,0.99898,False,-0.0353,0.0821,0.0503,-9e-05,B = Promising but insufficient evidence
XAUUSD,time_hour,1M,499,-0.0368,0.4772,0.8853,False,0.0136,-0.2915,0.0489,-0.00029,B = Promising but insufficient evidence
NAS100,mom_ret_1,1H,499,-0.0142,0.77915,0.98229,False,0.0183,-0.1282,0.0487,-0.00019,B = Promising but insufficient evidence
GBPUSD,vol_ratio,1H,499,-0.039,0.45164,0.87414,False,0.0027,-0.1598,-0.0478,-0.00028,B = Promising but insufficient evidence
XAUUSD,vol_ratio,4H,499,0.0831,0.13442,0.75192,False,0.1521,-0.1277,0.0476,-0.0001,B = Promising but insufficient evidence
GBPUSD,vol_ratio,5M,499,-0.0417,0.42353,0.86352,False,-0.0875,-0.0162,0.0475,-0.00029,B = Promising but insufficient evidence
EURUSD,trend_ma_slope,1M,499,-0.1096,0.05995,0.60093,False,-0.1658,-0.0146,0.0469,-0.0003,B = Promising but insufficient evidence
EURUSD,mom_ret_15,30M,499,-0.0508,0.33479,0.81638,False,-0.0651,0.0034,-0.0461,-0.00029,B = Promising but insufficient evidence
GBPUSD,mom_ret_5,5M,499,-0.0307,0.5506,0.91274,False,-0.1085,0.0897,0.046,-0.00029,B = Promising but insufficient evidence
EURUSD,vol_atr_14,1H,499,-0.0829,0.13522,0.75192,False,-0.105,-0.1056,0.0457,-0.00028,B = Promising but insufficient evidence
XAUUSD,mom_ret_1,15M,499,-0.0683,0.20737,0.76189,False,-0.0869,-0.0029,-0.0455,-0.00026,B = Promising but insufficient evidence
XAUUSD,time_hour,4H,499,-0.0412,0.42846,0.86352,False,-0.0602,-0.067,0.0442,-0.00011,B = Promising but insufficient evidence
EURUSD,trend_dev_mean,4H,499,-0.0348,0.49999,0.8853,False,-0.0708,0.0316,0.0441,-0.00027,B = Promising but insufficient evidence
EURUSD,mom_ret_1,4H,499,0.0431,0.40821,0.86204,False,0.0419,0.0982,0.044,-0.00027,B = Promising but insufficient evidence
EURUSD,trend_dev_mean,30M,499,-0.0399,0.4418,0.86525,False,-0.0424,-0.0324,-0.0435,-0.00029,B = Promising but insufficient evidence
XAUUSD,vol_realized,1M,499,0.0028,0.95558,0.99898,False,0.0459,-0.1105,-0.0434,-0.00029,B = Promising but insufficient evidence
EURUSD,struct_dist_high,5M,499,-0.0462,0.37796,0.84513,False,-0.069,0.0628,-0.0434,-0.0003,B = Promising but insufficient evidence
XAUUSD,vol_ratio,30M,499,0.0505,0.33789,0.81638,False,0.0868,-0.0591,0.0432,-0.00024,B = Promising but insufficient evidence
NAS100,struct_range_pos,15M,499,-0.0262,0.60869,0.92068,False,0.0112,-0.186,-0.0432,-0.00026,B = Promising but insufficient evidence
GBPUSD,activity_vol_burst,4H,499,0.0311,0.5449,0.91274,False,-0.0153,0.2464,0.0428,-0.00026,B = Promising but insufficient evidence
EURUSD,struct_dist_high,15M,499,-0.0963,0.09029,0.69158,False,-0.1265,-0.0385,0.0419,-0.00029,B = Promising but insufficient evidence
XAUUSD,activity_vol_burst,1M,499,0.0586,0.27121,0.79972,False,0.0759,0.0564,-0.0414,-0.00029,B = Promising but insufficient evidence
GBPUSD,vol_atr_14,30M,499,0.0407,0.43402,0.86525,False,0.0842,-0.0685,-0.0401,-0.00029,B = Promising but insufficient evidence
GBPUSD,vol_ratio,15M,499,0.0415,0.42503,0.86352,False,0.1102,-0.0831,-0.0392,-0.00029,B = Promising but insufficient evidence
XAUUSD,time_day_of_week,5M,499,-0.0017,0.9739,0.99898,False,0.0345,-0.1707,0.0387,-0.00028,B = Promising but insufficient evidence
EURUSD,struct_range_pos,15M,499,-0.0009,0.98574,0.99898,False,-0.0009,0.0287,-0.0378,-0.00029,B = Promising but insufficient evidence
NAS100,struct_range_pos,5M,499,-0.0116,0.81847,0.99174,False,0.0471,-0.1982,-0.0378,-0.00028,B = Promising but insufficient evidence
GBPUSD,vol_atr_14,4H,499,-0.0144,0.77654,0.98229,False,0.0063,-0.1651,0.037,-0.00027,B = Promising but insufficient evidence
NAS100,time_hour,30M,499,0.0039,0.93857,0.99898,False,-0.0173,0.0369,0.0358,-0.00024,B = Promising but insufficient evidence
EURUSD,vol_ratio,4H,499,-0.0108,0.83073,0.99174,False,-0.0203,-0.0189,0.0352,-0.00027,B = Promising but insufficient evidence
NAS100,time_day_of_week,30M,499,0.0159,0.75381,0.98229,False,0.0011,0.0366,0.034,-0.00024,B = Promising but insufficient evidence
EURUSD,vol_realized,1H,499,-0.0534,0.31279,0.80846,False,-0.0455,-0.184,0.0334,-0.00029,B = Promising but insufficient evidence
EURUSD,time_day_of_week,1H,499,-0.0203,0.68994,0.95665,False,-0.0062,-0.0651,-0.0334,-0.00029,B = Promising but insufficient evidence
XAUUSD,mom_accel,1M,499,-0.0285,0.57906,0.91431,False,0.0604,-0.3456,-0.0328,-0.00029,B = Promising but insufficient evidence
EURUSD,time_day_of_week,15M,499,-0.0377,0.46704,0.8853,False,-0.0148,-0.1931,0.0327,-0.00029,B = Promising but insufficient evidence
NAS100,struct_range_pos,1H,499,0.012,0.81324,0.99174,False,0.0256,-0.0191,-0.0327,-0.00023,B = Promising but insufficient evidence
EURUSD,time_day_of_week,30M,499,-0.0167,0.74212,0.97505,False,0.0029,-0.1711,0.0325,-0.00029,B = Promising but insufficient evidence
EURUSD,time_day_of_week,5M,499,-0.0784,0.15462,0.75192,False,-0.0683,-0.1605,-0.0318,-0.0003,B = Promising but insufficient evidence
XAUUSD,vol_atr_14,1M,499,0.0781,0.1559,0.75192,False,0.0881,0.1632,-0.0317,-0.00029,B = Promising but insufficient evidence
GBPUSD,time_hour,4H,499,-0.0102,0.84073,0.99174,False,-0.0464,0.0725,0.0317,-0.00027,B = Promising but insufficient evidence
GBPUSD,time_hour,1M,499,-0.0119,0.81499,0.99174,False,-0.0393,0.0583,0.0315,-0.0003,B = Promising but insufficient evidence
EURUSD,vol_realized,5M,499,-0.1895,0.00455,0.3276,False,-0.2521,0.0262,0.0309,-0.0003,B = Promising but insufficient evidence
EURUSD,struct_range_pos,4H,499,-0.0618,0.24871,0.76735,False,-0.1349,0.0881,0.0306,-0.00028,B = Promising but insufficient evidence
XAUUSD,trend_ma_slope,1H,499,-0.0087,0.86423,0.99174,False,-0.0521,0.0941,0.0305,-0.00024,B = Promising but insufficient evidence
NAS100,struct_dist_high,1M,499,0.0901,0.10927,0.71522,False,0.118,0.0856,0.0299,-0.00029,B = Promising but insufficient evidence
EURUSD,vol_ratio,30M,499,0.0171,0.73728,0.97505,False,0.0261,0.0336,-0.0297,-0.00029,B = Promising but insufficient evidence
EURUSD,vol_ratio,15M,499,0.0016,0.97416,0.99898,False,0.007,-0.0437,0.0292,-0.00029,B = Promising but insufficient evidence
EURUSD,time_hour,4H,499,0.005,0.92158,0.99851,False,-0.0099,0.0862,-0.0289,-0.00028,B = Promising but insufficient evidence
XAUUSD,mom_ret_1,4H,499,-0.0025,0.95984,0.99898,False,0.0283,-0.1543,0.0288,-0.00018,B = Promising but insufficient evidence
EURUSD,trend_ma_slope,4H,499,0.0366,0.47902,0.8853,False,0.0489,0.0658,-0.0288,-0.00028,B = Promising but insufficient evidence
EURUSD,activity_vol_burst,30M,499,0.0019,0.96943,0.99898,False,0.0106,0.0055,-0.0286,-0.00029,B = Promising but insufficient evidence
NAS100,struct_range_pos,30M,499,0.0355,0.49259,0.8853,False,0.0496,-0.0428,0.028,-0.00025,B = Promising but insufficient evidence
EURUSD,trend_dev_mean,1H,499,-0.0234,0.64645,0.93762,False,-0.0299,0.0089,-0.0271,-0.00029,B = Promising but insufficient evidence
GBPUSD,mom_ret_15,4H,499,-0.0572,0.28203,0.8058,False,-0.1447,0.1862,0.0259,-0.00028,B = Promising but insufficient evidence
GBPUSD,trend_dev_mean,4H,499,-0.0512,0.33173,0.81638,False,-0.1318,0.184,0.0238,-0.00028,B = Promising but insufficient evidence
EURUSD,vol_realized,30M,499,-0.1428,0.02092,0.5292,False,-0.147,-0.1624,-0.0237,-0.00029,B = Promising but insufficient evidence
EURUSD,struct_dist_high,1M,499,0.0716,0.18845,0.7567,False,0.0782,0.1502,0.0231,-0.0003,B = Promising but insufficient evidence
GBPUSD,struct_range_pos,1H,499,-0.0276,0.59068,0.92008,False,-0.058,0.0741,-0.0217,-0.00029,B = Promising but insufficient evidence
GBPUSD,mom_ret_5,4H,499,-0.0739,0.17622,0.75523,False,-0.1326,0.0803,0.0216,-0.00028,B = Promising but insufficient evidence
XAUUSD,time_day_of_week,1M,499,0.0358,0.48894,0.8853,False,0.058,0.0163,-0.0211,-0.00029,B = Promising but insufficient evidence
NAS100,time_day_of_week,15M,499,0.0066,0.89565,0.99517,False,0.0156,-0.0432,0.0207,-0.00028,B = Promising but insufficient evidence
GBPUSD,mom_ret_15,1H,499,-0.0943,0.09613,0.69826,False,-0.1739,0.1133,0.0204,-0.00029,B = Promising but insufficient evidence
EURUSD,vol_atr_14,4H,499,-0.0747,0.17246,0.75192,False,-0.0301,-0.3305,-0.0193,-0.00029,B = Promising but insufficient evidence
NAS100,time_hour,4H,499,0.0275,0.59165,0.92008,False,0.0378,0.0141,0.017,-0.00023,B = Promising but insufficient evidence
GBPUSD,mom_ret_1,4H,499,-0.0073,0.88576,0.99517,False,-0.0346,0.0674,0.0166,-0.00029,B = Promising but insufficient evidence
EURUSD,mom_ret_5,4H,499,0.021,0.68013,0.95271,False,0.0233,0.0168,0.0162,-0.00029,B = Promising but insufficient evidence
NAS100,liq_dist_vwap,1M,499,-0.0396,0.44541,0.86674,False,-0.0425,-0.06,-0.0161,-0.0003,B = Promising but insufficient evidence
XAUUSD,vol_realized,15M,499,-0.1107,0.05799,0.60093,False,-0.1194,-0.1177,-0.0154,-0.00029,B = Promising but insufficient evidence
GBPUSD,mom_accel,4H,499,0.0829,0.13528,0.75192,False,0.1443,-0.0531,-0.015,-0.00029,B = Promising but insufficient evidence
XAUUSD,activity_vol_burst,30M,499,0.0674,0.21222,0.76245,False,0.1135,-0.036,0.0142,-0.00028,B = Promising but insufficient evidence
EURUSD,mom_ret_15,1H,499,-0.0467,0.37282,0.84513,False,-0.0672,0.0067,-0.0135,-0.00029,B = Promising but insufficient evidence
NAS100,time_day_of_week,5M,499,-0.0323,0.53032,0.90912,False,-0.0498,0.002,-0.0125,-0.00029,B = Promising but insufficient evidence
GBPUSD,vol_ratio,1M,499,-0.1323,0.02933,0.5292,False,-0.163,-0.1615,-0.0124,-0.0003,B = Promising but insufficient evidence
XAUUSD,trend_ma_slope,30M,499,-0.0293,0.56843,0.91274,False,-0.0783,0.0935,0.0123,-0.00028,B = Promising but insufficient evidence
EURUSD,mom_accel,1H,499,0.0064,0.89895,0.99576,False,0.0153,-0.0346,0.0121,-0.00029,B = Promising but insufficient evidence
GBPUSD,activity_vol_burst,5M,499,-0.1083,0.06245,0.60093,False,-0.1714,-0.0436,-0.0114,-0.0003,B = Promising but insufficient evidence
EURUSD,mom_ret_1,1M,499,-0.04,0.44091,0.86525,False,0.0029,-0.2133,0.0111,-0.0003,B = Promising but insufficient evidence
XAUUSD,struct_range_pos,30M,499,0.0216,0.67167,0.94454,False,0.0301,0.0045,0.0108,-0.00029,B = Promising but insufficient evidence
EURUSD,liq_dist_vwap,4H,499,-0.0325,0.52837,0.90912,False,-0.0678,0.0401,0.0108,-0.00029,B = Promising but insufficient evidence
EURUSD,vol_realized,4H,499,-0.0544,0.30474,0.80846,False,-0.0138,-0.303,0.0105,-0.00029,B = Promising but insufficient evidence
EURUSD,activity_vol_burst,15M,499,-0.0002,0.99693,0.99898,False,0.0277,-0.1116,-0.0094,-0.0003,D = No predictive edge
XAUUSD,time_hour,30M,499,-0.0617,0.24939,0.76735,False,-0.0351,-0.2221,0.0075,-0.00029,D = No predictive edge
XAUUSD,time_hour,1H,499,-0.0399,0.44224,0.86525,False,-0.0276,-0.1338,0.0073,-0.00028,D = No predictive edge
GBPUSD,trend_dev_mean,5M,499,-0.0019,0.96972,0.99898,False,-0.0541,0.1097,-0.0071,-0.0003,D = No predictive edge
GBPUSD,vol_ratio,4H,499,0.0143,0.77773,0.98229,False,0.015,0.0264,0.007,-0.00029,D = No predictive edge
NAS100,vol_ratio,1M,499,0.0531,0.31493,0.80846,False,0.0805,0.048,0.0068,-0.0003,D = No predictive edge
EURUSD,vol_atr_14,30M,499,-0.1657,0.00995,0.44775,False,-0.2012,-0.0552,-0.0066,-0.0003,D = No predictive edge
GBPUSD,liq_dist_vwap,5M,499,0.0104,0.83765,0.99174,False,-0.0168,0.0758,0.0065,-0.0003,D = No predictive edge
GBPUSD,struct_range_pos,5M,499,0.0524,0.32114,0.80846,False,0.0534,0.0857,0.0063,-0.0003,D = No predictive edge
XAUUSD,mom_ret_5,1M,499,0.0239,0.63979,0.93762,False,-0.0573,0.3375,0.0049,-0.0003,D = No predictive edge
NAS100,mom_ret_1,15M,499,-0.022,0.66667,0.94118,False,0.0908,-0.3193,-0.0044,-0.0003,D = No predictive edge
XAUUSD,activity_vol_burst,4H,499,0.0799,0.14791,0.75192,False,0.171,-0.1727,0.0043,-0.00028,D = No predictive edge
GBPUSD,vol_realized,4H,499,-0.0358,0.48872,0.8853,False,-0.0167,-0.1792,0.004,-0.0003,D = No predictive edge
EURUSD,struct_dist_high,4H,499,0.0037,0.94231,0.99898,False,0.0582,-0.1606,-0.0039,-0.0003,D = No predictive edge
EURUSD,trend_ma_slope,15M,499,0.1183,0.04561,0.58713,False,0.1637,0.0149,-0.0039,-0.0003,D = No predictive edge
GBPUSD,trend_ma_slope,4H,499,-0.0754,0.16868,0.75192,False,-0.1316,0.1315,-0.0036,-0.0003,D = No predictive edge
EURUSD,mom_accel,30M,499,-0.0083,0.87053,0.99174,False,-0.0141,0.0302,0.0031,-0.0003,D = No predictive edge
GBPUSD,struct_range_pos,4H,499,-0.0261,0.61002,0.92068,False,-0.0878,0.1335,-0.0029,-0.0003,D = No predictive edge
EURUSD,mom_accel,4H,499,-0.0009,0.98554,0.99898,False,-0.0028,0.0236,0.0022,-0.0003,D = No predictive edge
GBPUSD,time_day_of_week,15M,499,0.045,0.38915,0.85818,False,0.0627,0.0292,0.0013,-0.0003,D = No predictive edge
NAS100,trend_dev_mean,1M,499,-0.003,0.95339,0.99898,False,0.0179,-0.0714,0.0013,-0.0003,D = No predictive edge
XAUUSD,vol_atr_14,15M,499,-0.0752,0.16971,0.75192,False,-0.1121,0.0586,0.0012,-0.0003,D = No predictive edge
NAS100,trend_ma_slope,1M,499,-0.0029,0.95412,0.99898,False,0.0289,-0.0998,0.0012,-0.0003,D = No predictive edge
XAUUSD,trend_ma_slope,1M,499,0.0047,0.9264,0.99851,False,-0.081,0.2692,0.0011,-0.0003,D = No predictive edge
XAUUSD,mom_ret_1,1H,499,-0.0295,0.56565,0.91274,False,-0.0157,-0.1011,-0.0008,-0.0003,D = No predictive edge
GBPUSD,trend_ma_slope,1H,499,-0.0811,0.1428,0.75192,False,-0.1357,0.1024,0.0007,-0.0003,D = No predictive edge
XAUUSD,time_day_of_week,1H,499,-0.0069,0.89201,0.99517,False,0.0322,-0.1392,0.0001,-0.0003,D = No predictive edge
NAS100,mom_ret_15,1M,499,-0.0138,0.78583,0.98229,False,-0.0107,-0.0419,-0.0,-0.0003,D = No predictive edge
